,result,table,duration_in_ms,event_code,header.cycle_id,header.run_id,tag,timestamp,user_message
26,_result,0,18727.0,202.0,2,RAFCON_6fe11a087d844888b527cad1140070f4,,1632317871.266703,CYCLE_TIME
27,_result,0,0.0,300.0,2,RAFCON_6fe11a087d844888b527cad1140070f4,cycle,1632317871.2907221,QA_PASS
28,_result,0,0.0,200.0,3,RAFCON_6fe11a087d844888b527cad1140070f4,,1632317871.3366892,CYCLE_START
29,_result,0,0.0,301.0,3,RAFCON_6fe11a087d844888b527cad1140070f4,step_1,1632317875.2579877,QA_FAIL
30,_result,0,0.0,300.0,3,RAFCON_6fe11a087d844888b527cad1140070f4,step_2,1632317880.8820767,QA_PASS
31,_result,0,0.0,102.0,3,RAFCON_6fe11a087d844888b527cad1140070f4,,1632317880.9156153,TASK_PAUSED
32,_result,0,2092.0,103.0,3,RAFCON_6fe11a087d844888b527cad1140070f4,,1632317882.999674,TASK_RESUMED
33,_result,0,0.0,301.0,3,RAFCON_6fe11a087d844888b527cad1140070f4,step_3,1632317889.1331367,QA_FAIL
34,_result,0,0.0,201.0,3,RAFCON_6fe11a087d844888b527cad1140070f4,,1632317889.1525574,CYCLE_END
35,_result,0,17845.0,202.0,3,RAFCON_6fe11a087d844888b527cad1140070f4,,1632317889.183767,CYCLE_TIME
36,_result,0,0.0,300.0,3,RAFCON_6fe11a087d844888b527cad1140070f4,cycle,1632317889.2200043,QA_PASS
37,_result,0,0.0,200.0,4,RAFCON_6fe11a087d844888b527cad1140070f4,,1632317889.294643,CYCLE_START
38,_result,0,0.0,301.0,4,RAFCON_6fe11a087d844888b527cad1140070f4,step_1,1632317890.0840802,QA_FAIL
39,_result,0,0.0,301.0,4,RAFCON_6fe11a087d844888b527cad1140070f4,step_2,1632317895.6218464,QA_FAIL
40,_result,0,0.0,102.0,4,RAFCON_6fe11a087d844888b527cad1140070f4,,1632317895.6647425,TASK_PAUSED
41,_result,0,1628.0,103.0,4,RAFCON_6fe11a087d844888b527cad1140070f4,,1632317897.2755623,TASK_RESUMED
42,_result,0,0.0,300.0,4,RAFCON_6fe11a087d844888b527cad1140070f4,step_3,1632317898.568986,QA_PASS
43,_result,0,0.0,201.0,4,RAFCON_6fe11a087d844888b527cad1140070f4,,1632317898.5969596,CYCLE_END
44,_result,0,9344.0,202.0,4,RAFCON_6fe11a087d844888b527cad1140070f4,,1632317898.6314814,CYCLE_TIME
45,_result,0,0.0,300.0,4,RAFCON_6fe11a087d844888b527cad1140070f4,cycle,1632317898.669273,QA_PASS
46,_result,0,0.0,200.0,5,RAFCON_6fe11a087d844888b527cad1140070f4,,1632317898.739923,CYCLE_START
47,_result,0,0.0,301.0,5,RAFCON_6fe11a087d844888b527cad1140070f4,step_1,1632317902.528495,QA_FAIL
48,_result,0,0.0,301.0,5,RAFCON_6fe11a087d844888b527cad1140070f4,step_2,1632317910.2311342,QA_FAIL
49,_result,0,0.0,102.0,5,RAFCON_6fe11a087d844888b527cad1140070f4,,1632317910.3061182,TASK_PAUSED
50,_result,0,895.0,103.0,5,RAFCON_6fe11a087d844888b527cad1140070f4,,1632317911.190421,TASK_RESUMED
51,_result,0,0.0,301.0,5,RAFCON_6fe11a087d844888b527cad1140070f4,step_3,1632317915.7849212,QA_FAIL
52,_result,0,0.0,201.0,5,RAFCON_6fe11a087d844888b527cad1140070f4,,1632317915.8404753,CYCLE_END
53,_result,0,17153.0,202.0,5,RAFCON_6fe11a087d844888b527cad1140070f4,,1632317915.8629844,CYCLE_TIME
54,_result,0,0.0,300.0,5,RAFCON_6fe11a087d844888b527cad1140070f4,cycle,1632317915.8834407,QA_PASS
55,_result,0,0.0,200.0,6,RAFCON_6fe11a087d844888b527cad1140070f4,,1632317915.915786,CYCLE_START
56,_result,0,0.0,300.0,6,RAFCON_6fe11a087d844888b527cad1140070f4,step_1,1632317921.0328054,QA_PASS
